sku,batch,current_stock,avg_daily_sales,days_of_supply,reorder_lead_days,last_restock_date
SKU01612,BATCH8183,1664,49.69,33.49,30,2025-09-22
SKU00890,BATCH1134,3123,30.83,101.3,7,2025-02-13
SKU01336,BATCH4814,3457,38.88,88.91,30,2025-06-15
SKU01324,BATCH2477,151,4.56,33.11,30,2025-07-03
SKU00702,BATCH3468,1525,9.79,155.77,30,2025-02-27
SKU01339,BATCH1241,255,22.83,11.17,7,2025-07-17
SKU00274,BATCH9086,860,49.84,17.26,21,2025-10-21
SKU01794,BATCH4558,3116,14.39,216.54,10,2025-03-23
SKU01271,BATCH6601,3401,31.38,108.38,14,2025-02-25
SKU01376,BATCH7885,3564,0.52,6853.85,10,2025-10-11
SKU01152,BATCH6104,2785,27.64,100.76,14,2025-08-13
SKU00613,BATCH9165,2893,29.41,98.37,10,2025-05-12
SKU01584,BATCH7084,4466,16.38,272.65,10,2025-10-22
SKU01726,BATCH8597,507,19.96,25.4,10,2025-05-01
SKU00149,BATCH1519,1910,19.53,97.8,7,2025-04-26
SKU01075,BATCH6410,1296,33.5,38.69,30,2025-01-03
SKU01568,BATCH2314,4530,6.46,701.24,7,2025-09-16
SKU00710,BATCH3393,3436,34.86,98.57,30,2025-02-28
SKU01006,BATCH1918,4102,47.69,86.01,10,2025-07-03
SKU01104,BATCH5366,1891,21.29,88.82,30,2025-02-01
SKU01764,BATCH7429,2311,31.49,73.39,10,2025-05-20
SKU01850,BATCH2169,2100,4.27,491.8,7,2025-09-11
SKU01071,BATCH9899,1746,25.58,68.26,7,2025-08-11
SKU01372,BATCH8702,1206,8.1,148.89,30,2025-09-09
SKU00220,BATCH3975,1890,29.68,63.68,30,2025-08-09
SKU00177,BATCH4148,1964,33.62,58.42,21,2025-10-24
SKU01840,BATCH5097,2756,0.44,6263.64,7,2025-04-14
SKU01978,BATCH7251,3888,40.53,95.93,10,2025-03-09
SKU00275,BATCH1206,2814,33.28,84.56,10,2025-05-16
SKU00093,BATCH2998,3216,27.12,118.58,30,2025-04-15
SKU00894,BATCH5078,4121,41.79,98.61,30,2025-02-01
SKU01640,BATCH7304,3886,34.71,111.96,10,2025-05-12
SKU01574,BATCH8257,3513,17.42,201.66,7,2025-04-03
SKU01952,BATCH5049,2110,0.11,19181.82,14,2025-01-24
SKU00946,BATCH1549,106,25.67,4.13,7,2025-06-11
SKU00031,BATCH4263,4102,9.08,451.76,14,2025-05-30
SKU01733,BATCH8550,4095,39.63,103.33,14,2025-03-28
SKU01405,BATCH2539,802,4.74,169.2,7,2025-01-26
SKU01887,BATCH9538,2010,23.7,84.81,10,2025-01-04
SKU00039,BATCH4415,1765,6.21,284.22,7,2025-09-15
SKU01764,BATCH8746,3191,9.69,329.31,10,2025-05-22
SKU00735,BATCH7375,1588,19.04,83.4,14,2025-09-16
SKU00155,BATCH6113,665,48.27,13.78,10,2025-01-22
SKU01952,BATCH6293,3751,16.04,233.85,30,2025-05-08
SKU01146,BATCH3598,3135,19.41,161.51,21,2025-09-09
SKU01420,BATCH1691,284,27.39,10.37,14,2025-08-10
SKU00925,BATCH9534,3349,25.94,129.11,30,2025-08-22
SKU00037,BATCH3001,2833,41.95,67.53,10,2025-05-23
SKU01431,BATCH5150,3853,21.61,178.3,7,2025-10-13
SKU01332,BATCH8884,4899,42.1,116.37,14,2025-10-15
SKU00153,BATCH5895,4624,0.81,5708.64,14,2025-09-20
SKU01957,BATCH4255,144,21.05,6.84,10,2025-08-10
SKU01665,BATCH6905,4663,44.35,105.14,10,2025-05-27
SKU01552,BATCH1853,3811,46.25,82.4,14,2025-03-07
SKU00180,BATCH4568,4123,18.56,222.14,14,2025-10-10
SKU01307,BATCH2850,3577,12.75,280.55,14,2025-04-30
SKU00432,BATCH4866,2062,36.9,55.88,10,2025-03-21
SKU00330,BATCH8113,1906,45.44,41.95,7,2025-04-06
SKU00843,BATCH6316,4577,29.19,156.8,7,2025-02-14
SKU00170,BATCH1246,1804,18.73,96.32,21,2025-06-27
SKU01669,BATCH3742,442,18.65,23.7,14,2025-08-01
SKU00900,BATCH5523,4747,19.06,249.06,21,2025-04-07
SKU01913,BATCH2960,3254,3.31,983.08,7,2025-04-20
SKU00445,BATCH7484,2655,47.43,55.98,10,2025-02-28
SKU01403,BATCH4982,2827,22.31,126.71,10,2025-08-26
SKU01072,BATCH1146,2845,38.53,73.84,7,2025-05-03
SKU01531,BATCH1688,4190,1.31,3198.47,21,2025-06-18
SKU01516,BATCH8786,92,5.68,16.2,21,2025-02-23
SKU01410,BATCH3539,603,42.73,14.11,10,2025-09-16
SKU00633,BATCH7084,1258,8.06,156.08,7,2025-10-06
SKU01885,BATCH2466,2148,43.82,49.02,21,2025-09-26
SKU01773,BATCH5075,575,38.62,14.89,10,2025-05-30
SKU01352,BATCH3583,129,5.58,23.12,30,2025-07-29
SKU00652,BATCH9190,4653,9.3,500.32,10,2025-01-21
SKU00615,BATCH2497,465,20.14,23.09,14,2025-05-09
SKU01962,BATCH6544,459,7.25,63.31,30,2025-07-21
SKU01594,BATCH1983,3715,10.76,345.26,30,2025-02-09
SKU00032,BATCH1979,184,32.09,5.73,30,2025-08-21
SKU00597,BATCH6824,1463,5.09,287.43,10,2025-10-08
SKU01909,BATCH3521,1127,43.52,25.9,7,2025-04-30
SKU01545,BATCH9787,125,39.32,3.18,21,2025-09-27
SKU00447,BATCH2759,2809,37.06,75.8,21,2025-02-01
SKU00541,BATCH3061,3043,4.8,633.96,14,2025-05-03
SKU01629,BATCH8992,814,39.09,20.82,14,2025-06-02
SKU00079,BATCH4812,4228,1.05,4026.67,14,2025-06-06
SKU01059,BATCH6189,4247,42.12,100.83,14,2025-04-25
SKU01097,BATCH6690,3667,13.76,266.5,21,2025-04-04
SKU01019,BATCH8187,4769,17.47,272.98,10,2025-01-02
SKU01951,BATCH4161,2681,33.59,79.82,21,2025-08-13
SKU01443,BATCH1349,115,20.69,5.56,30,2025-03-27
SKU01608,BATCH7189,2293,15.32,149.67,10,2025-03-24
SKU01638,BATCH6868,4965,1.51,3288.08,30,2025-08-02
SKU00609,BATCH3207,2212,16.62,133.09,7,2025-03-20
SKU01581,BATCH5107,3171,14.05,225.69,21,2025-03-13
SKU00635,BATCH1646,2460,32.81,74.98,10,2025-07-01
SKU00544,BATCH8951,3408,5.31,641.81,10,2025-03-03
SKU01147,BATCH8168,2952,14.53,203.17,10,2025-01-03
SKU00038,BATCH5828,3073,8.97,342.59,10,2025-10-21
SKU01899,BATCH9892,3811,19.73,193.16,14,2025-09-09
SKU00190,BATCH9029,2984,33.51,89.05,14,2025-06-19
SKU00904,BATCH4109,3057,5.46,559.89,14,2025-10-17
SKU01459,BATCH4057,3475,23.62,147.12,30,2025-05-09
SKU00790,BATCH9906,515,30.19,17.06,7,2025-07-09
SKU01092,BATCH6696,4282,15.68,273.09,10,2025-05-24
SKU01435,BATCH6303,1910,34.95,54.65,14,2025-09-07
SKU01754,BATCH8674,4846,40.11,120.82,14,2025-03-06
SKU01265,BATCH5510,367,34.16,10.74,10,2025-10-05
SKU01001,BATCH3627,1142,29.11,39.23,7,2025-04-12
SKU01715,BATCH2128,3403,39.1,87.03,7,2025-01-06
SKU01479,BATCH9702,1586,40.26,39.39,10,2025-04-24
SKU01704,BATCH3539,4255,36.64,116.13,14,2025-01-15
SKU01704,BATCH8362,2472,31.39,78.75,7,2025-09-29
SKU01365,BATCH5844,1231,28.48,43.22,10,2025-06-14
SKU01084,BATCH5314,896,1.16,772.41,10,2025-06-30
SKU01963,BATCH9873,3992,40.51,98.54,14,2025-06-22
SKU00907,BATCH7014,4279,32.99,129.71,14,2025-01-08
SKU01699,BATCH8439,3608,9.22,391.32,14,2025-02-11
SKU00341,BATCH1011,4254,7.82,543.99,7,2025-05-31
SKU01927,BATCH9289,3304,31.13,106.14,7,2025-01-03
SKU01816,BATCH7210,3664,33.04,110.9,14,2025-09-11
SKU00552,BATCH4039,2849,0.95,2998.95,30,2025-02-24
SKU01867,BATCH1306,4419,10.18,434.09,7,2025-01-04
SKU00129,BATCH6965,2050,39.12,52.4,7,2025-01-09
SKU00432,BATCH4912,1192,12.16,98.03,21,2025-09-26
SKU01681,BATCH6254,4213,47.38,88.92,7,2025-10-11
SKU00253,BATCH2037,4072,11.52,353.47,10,2025-02-10
SKU00058,BATCH9830,4198,0.29,14475.86,30,2025-07-31
SKU00127,BATCH7348,4911,30.28,162.19,14,2025-06-20
SKU01979,BATCH4110,223,9.81,22.73,10,2025-04-20
SKU01388,BATCH9586,4460,2.8,1592.86,14,2025-08-23
SKU01126,BATCH9151,3334,9.85,338.48,7,2025-05-06
SKU00534,BATCH3525,3201,5.54,577.8,7,2025-03-22
SKU00688,BATCH5638,4236,47.15,89.84,14,2025-09-29
SKU00411,BATCH6285,3159,24.65,128.15,10,2025-03-24
SKU01493,BATCH7714,1944,0.84,2314.29,30,2025-05-05
SKU01033,BATCH6276,1599,46.9,34.09,7,2025-03-25
SKU00111,BATCH2809,3224,13.3,242.41,14,2025-01-13
SKU00512,BATCH2577,3260,26.26,124.14,14,2025-05-06
SKU01505,BATCH9572,329,12.84,25.62,10,2025-09-30
SKU01641,BATCH2092,905,18.51,48.89,14,2025-05-31
SKU00432,BATCH1717,4362,18.17,240.07,10,2025-02-09
SKU01038,BATCH3126,1986,31.49,63.07,10,2025-05-31
SKU01332,BATCH3926,2979,41.71,71.42,7,2025-08-13
SKU00602,BATCH1512,146,29.99,4.87,10,2025-06-04
SKU00066,BATCH4310,4247,10.27,413.53,14,2025-05-03
SKU01181,BATCH2753,1919,17.13,112.03,7,2025-03-09
SKU01182,BATCH8952,1829,24.31,75.24,21,2025-07-20
SKU01766,BATCH4139,233,9.33,24.97,14,2025-07-04
SKU01149,BATCH2617,3003,23.02,130.45,30,2025-08-11
SKU00886,BATCH1521,115,36.92,3.11,10,2025-05-06
SKU00545,BATCH7366,4958,19.08,259.85,21,2025-07-19
SKU00598,BATCH9026,3115,38.26,81.42,10,2025-10-26
SKU00457,BATCH9615,1254,0.38,3300.0,10,2025-07-26
SKU00399,BATCH5193,3208,26.14,122.72,30,2025-04-05
SKU00652,BATCH1804,1146,40.48,28.31,10,2025-03-02
SKU01451,BATCH7002,647,16.57,39.05,7,2025-10-26
SKU00279,BATCH4616,3554,11.68,304.28,10,2025-01-08
SKU01757,BATCH2161,4203,1.58,2660.13,14,2025-06-01
SKU01271,BATCH1214,3116,48.68,64.01,14,2025-06-20
SKU01303,BATCH4419,3076,34.24,89.84,10,2025-09-05
SKU00411,BATCH9051,1198,37.81,31.68,10,2025-06-06
SKU01360,BATCH2310,2325,2.68,867.54,30,2025-04-10
SKU00683,BATCH8668,1633,21.21,76.99,14,2025-09-07
SKU01810,BATCH1994,4984,31.61,157.67,10,2025-08-01
SKU01602,BATCH6913,1451,29.47,49.24,14,2025-06-01
SKU00640,BATCH7814,4803,12.86,373.48,21,2025-05-21
SKU00099,BATCH7046,283,38.76,7.3,14,2025-07-09
SKU01465,BATCH1955,4159,46.19,90.04,7,2025-01-24
SKU01980,BATCH5355,112,32.65,3.43,7,2025-02-10
SKU00317,BATCH9667,414,49.11,8.43,30,2025-01-20
SKU01451,BATCH1666,3532,21.59,163.59,14,2025-09-25
SKU00145,BATCH2153,3385,28.39,119.23,7,2025-01-11
SKU01964,BATCH5979,1207,10.97,110.03,10,2025-06-13
SKU00709,BATCH2276,1419,8.48,167.33,10,2025-09-13
SKU01498,BATCH4537,245,30.29,8.09,7,2025-05-20
SKU00514,BATCH9511,1776,36.08,49.22,14,2025-05-02
SKU00877,BATCH2591,3461,23.84,145.18,10,2025-06-29
SKU01633,BATCH2658,782,41.09,19.03,21,2025-04-09
SKU01980,BATCH4784,4347,23.73,183.19,7,2025-08-15
SKU00763,BATCH9710,2989,1.76,1698.3,14,2025-04-09
SKU01492,BATCH7313,3742,23.72,157.76,14,2025-08-26
SKU00435,BATCH4104,2161,17.56,123.06,10,2025-04-17
SKU01556,BATCH4164,4042,20.87,193.68,30,2025-07-03
SKU00863,BATCH9621,2678,4.07,657.99,21,2025-06-04
SKU01226,BATCH5075,4502,27.94,161.13,14,2025-07-02
SKU01668,BATCH3931,4378,25.25,173.39,21,2025-03-13
SKU00236,BATCH7802,852,34.01,25.05,10,2025-08-31
SKU01560,BATCH2728,3201,5.27,607.4,7,2025-03-05
SKU00588,BATCH6864,979,16.97,57.69,7,2025-09-26
SKU01564,BATCH8515,869,2.89,300.69,10,2025-04-26
SKU01254,BATCH7997,419,12.42,33.74,10,2025-04-14
SKU00796,BATCH2705,4209,7.02,599.57,14,2025-02-05
SKU01834,BATCH3733,4089,7.49,545.93,21,2025-04-30
SKU00426,BATCH3955,1503,44.84,33.52,7,2025-06-02
SKU01097,BATCH7579,1915,30.99,61.79,21,2025-03-07
SKU01793,BATCH9268,542,40.05,13.53,7,2025-09-28
SKU01910,BATCH6529,3973,27.68,143.53,7,2025-09-19
SKU00073,BATCH3591,2812,15.49,181.54,7,2025-09-02
SKU00265,BATCH9747,514,25.93,19.82,21,2025-02-27
SKU01281,BATCH8258,1930,44.88,43.0,7,2025-09-08
SKU00596,BATCH6772,3642,12.85,283.42,14,2025-04-12
SKU00050,BATCH6163,1361,30.48,44.65,7,2025-04-11
SKU01145,BATCH6319,3819,46.02,82.99,7,2025-04-20
SKU01572,BATCH7090,4843,22.08,219.34,10,2025-07-16
SKU01919,BATCH7755,2807,10.61,264.56,21,2025-10-20
SKU01291,BATCH8054,3570,14.86,240.24,30,2025-09-15
SKU01785,BATCH6299,1078,5.36,201.12,14,2025-07-03
SKU00819,BATCH4943,1771,23.33,75.91,7,2025-08-10
SKU00449,BATCH9939,4526,25.05,180.68,21,2025-07-22
SKU01675,BATCH4504,844,0.36,2344.44,14,2025-09-02
SKU01090,BATCH7145,4768,46.5,102.54,10,2025-05-26
SKU00949,BATCH5162,973,4.08,238.48,7,2025-10-09
SKU00297,BATCH6898,1052,8.54,123.19,21,2025-10-27
SKU01358,BATCH8412,1032,1.56,661.54,14,2025-05-09
SKU01111,BATCH8331,3482,43.28,80.45,10,2025-09-07
SKU00568,BATCH7505,3188,20.84,152.98,21,2025-09-13
SKU01673,BATCH1003,3428,36.21,94.67,30,2025-01-21
SKU01409,BATCH1567,911,24.27,37.54,14,2025-06-29
SKU01933,BATCH5660,3212,36.11,88.95,10,2025-05-07
SKU01501,BATCH1267,4545,36.8,123.51,21,2025-03-07
SKU01920,BATCH9480,4472,15.05,297.14,30,2025-01-23
SKU01240,BATCH3213,2853,47.24,60.39,14,2025-06-15
SKU00584,BATCH5945,2940,4.89,601.23,14,2025-04-14
SKU00896,BATCH1107,137,5.35,25.61,14,2025-04-11
SKU00417,BATCH5920,2496,34.14,73.11,21,2025-01-07
SKU01957,BATCH4635,4917,6.18,795.63,10,2025-05-09
SKU01047,BATCH4519,4219,38.11,110.71,7,2025-01-07
SKU01642,BATCH6159,4210,18.89,222.87,21,2025-09-19
SKU00059,BATCH1355,2135,29.09,73.39,7,2025-05-09
SKU01828,BATCH5521,4831,3.52,1372.44,14,2025-07-30
SKU01166,BATCH9376,4718,22.78,207.11,7,2025-07-09
SKU00986,BATCH3534,849,37.82,22.45,10,2025-06-23
SKU01130,BATCH2544,2259,15.42,146.5,14,2025-10-01
SKU01958,BATCH1618,845,19.94,42.38,7,2025-01-11
SKU00114,BATCH8542,1041,16.53,62.98,21,2025-08-13
SKU00809,BATCH6827,1190,36.49,32.61,14,2025-02-22
SKU00439,BATCH3557,4186,14.83,282.27,7,2025-01-01
SKU01750,BATCH3267,1034,44.9,23.03,7,2025-05-05
SKU00020,BATCH5341,2318,28.88,80.26,10,2025-10-01
SKU01661,BATCH7014,2494,0.19,13126.32,21,2025-07-13
SKU00615,BATCH5093,4218,13.36,315.72,7,2025-07-26
SKU01775,BATCH4817,2869,8.11,353.76,14,2025-08-14
SKU01167,BATCH5198,2246,42.99,52.24,7,2025-05-04
SKU00897,BATCH5920,4701,33.84,138.92,7,2025-03-21
SKU00755,BATCH2505,1763,16.91,104.26,30,2025-09-26
SKU01219,BATCH7550,1789,20.91,85.56,10,2025-02-27
SKU01750,BATCH4562,3184,12.22,260.56,10,2025-06-23
SKU00381,BATCH2264,478,22.3,21.43,10,2025-08-22
SKU00876,BATCH6319,4941,48.09,102.74,21,2025-05-14
SKU00732,BATCH8905,1841,18.28,100.71,10,2025-01-24
SKU00150,BATCH3832,1477,32.7,45.17,7,2025-02-25
SKU00307,BATCH8999,3300,14.1,234.04,14,2025-09-11
SKU01736,BATCH2562,1714,16.48,104.0,30,2025-03-23
SKU01710,BATCH5921,3074,7.43,413.73,21,2025-10-09
SKU00741,BATCH1612,2887,34.35,84.05,30,2025-09-13
SKU01281,BATCH7251,2377,26.58,89.43,10,2025-04-01
SKU00662,BATCH2285,3745,17.53,213.63,30,2025-09-17
SKU01088,BATCH1916,2553,4.82,529.67,7,2025-03-05
SKU00743,BATCH6478,4016,23.84,168.46,10,2025-02-12
SKU00218,BATCH6700,2679,26.71,100.3,21,2025-02-19
SKU00203,BATCH8115,4983,36.96,134.82,14,2025-09-12
SKU01993,BATCH7824,4746,37.1,127.92,10,2025-09-02
SKU01765,BATCH2974,2115,16.93,124.93,21,2025-04-06
SKU00822,BATCH4714,772,22.87,33.76,7,2025-10-19
SKU01972,BATCH1187,73,23.61,3.09,30,2025-02-20
SKU01882,BATCH7266,4186,46.52,89.98,10,2025-02-09
SKU00564,BATCH1886,2937,38.98,75.35,14,2025-07-07
SKU01894,BATCH5993,4818,33.16,145.3,21,2025-06-12
SKU01225,BATCH9591,2804,36.22,77.42,21,2025-07-19
SKU00569,BATCH1674,694,5.28,131.44,7,2025-06-13
SKU00159,BATCH6231,1511,13.88,108.86,10,2025-05-03
SKU00594,BATCH9846,3685,6.98,527.94,10,2025-09-15
SKU01824,BATCH3450,2389,24.61,97.07,14,2025-08-31
SKU00723,BATCH6354,102,1.93,52.85,10,2025-08-19
SKU00460,BATCH9231,2579,29.17,88.41,7,2025-09-03
SKU01448,BATCH4617,1411,9.67,145.92,14,2025-07-05
SKU00134,BATCH3509,3092,26.55,116.46,10,2025-01-22
SKU01424,BATCH1827,2382,31.25,76.22,7,2025-10-07
SKU00151,BATCH7436,42,27.73,1.51,14,2025-09-25
SKU01090,BATCH8300,3247,30.24,107.37,14,2025-01-29
SKU01769,BATCH9269,3620,20.81,173.95,7,2025-05-09
SKU00776,BATCH2475,4582,1.0,4582.0,10,2025-05-03
SKU01995,BATCH4638,4208,31.34,134.27,7,2025-03-04
SKU01496,BATCH8076,1022,38.17,26.77,14,2025-08-30
SKU01075,BATCH5747,2035,45.58,44.65,14,2025-08-28
SKU01482,BATCH7460,3532,31.5,112.13,21,2025-02-25
SKU00017,BATCH3425,793,35.37,22.42,21,2025-09-10
SKU01373,BATCH3165,3733,4.67,799.36,14,2025-02-24
SKU01695,BATCH6507,344,5.5,62.55,30,2025-06-13
SKU00612,BATCH2352,1571,8.59,182.89,10,2025-07-29
SKU01275,BATCH8796,633,20.2,31.34,10,2025-04-10
SKU00735,BATCH1807,499,49.35,10.11,21,2025-08-20
SKU00212,BATCH9980,3939,1.94,2030.41,10,2025-02-23
SKU01535,BATCH7540,2440,36.19,67.42,21,2025-10-15
SKU01853,BATCH5301,4598,39.74,115.7,10,2025-02-10
SKU00116,BATCH2393,1884,14.66,128.51,10,2025-08-18
SKU01279,BATCH7529,2697,46.51,57.99,14,2025-01-20
SKU01353,BATCH9221,2902,14.76,196.61,10,2025-10-09
SKU01206,BATCH8118,1566,47.0,33.32,21,2025-10-09
SKU01407,BATCH3136,2050,7.79,263.16,21,2025-06-29
SKU00208,BATCH3209,2200,5.7,385.96,30,2025-07-23
SKU00687,BATCH8879,2572,18.79,136.88,7,2025-04-19
SKU01138,BATCH4245,3551,32.21,110.25,21,2025-01-05
SKU00940,BATCH8993,1246,11.19,111.35,7,2025-06-12
SKU00322,BATCH7476,4202,39.75,105.71,30,2025-03-03
SKU00967,BATCH4212,4594,2.73,1682.78,14,2025-01-24
SKU01750,BATCH9589,290,35.78,8.11,10,2025-05-01
SKU00633,BATCH5034,2866,28.56,100.35,10,2025-04-03
SKU01259,BATCH4970,2576,26.93,95.66,14,2025-03-03
SKU00058,BATCH2173,327,7.67,42.63,30,2025-02-05
SKU00333,BATCH5362,1073,16.51,64.99,14,2025-02-05
SKU00653,BATCH8046,2732,35.2,77.61,21,2025-01-07
SKU01685,BATCH6298,3319,41.06,80.83,21,2025-01-26
SKU00596,BATCH2467,4673,36.37,128.49,10,2025-08-04
SKU01433,BATCH2843,2768,3.07,901.63,10,2025-06-16
SKU00937,BATCH7776,80,42.16,1.9,7,2025-10-12
SKU01634,BATCH7939,3851,26.36,146.09,14,2025-08-21
SKU00551,BATCH6984,2639,21.95,120.23,14,2025-07-09
SKU00711,BATCH6706,1382,40.04,34.52,10,2025-05-04
SKU00782,BATCH4120,2949,46.72,63.12,7,2025-01-01
SKU00645,BATCH6254,2524,26.31,95.93,21,2025-07-11
SKU01352,BATCH6644,3627,4.55,797.14,7,2025-04-11
SKU01383,BATCH1396,347,27.95,12.42,7,2025-05-18
SKU00324,BATCH5994,2099,12.31,170.51,10,2025-09-02
SKU01666,BATCH3773,2966,15.44,192.1,10,2025-06-12
SKU00509,BATCH6729,189,1.7,111.18,7,2025-01-13
SKU00646,BATCH8245,3763,49.62,75.84,14,2025-09-22
SKU00808,BATCH3389,4822,48.39,99.65,21,2025-10-22
SKU01067,BATCH8216,2503,7.09,353.03,21,2025-09-01
SKU01636,BATCH1735,4488,34.05,131.81,10,2025-07-08
SKU01747,BATCH4825,1457,29.64,49.16,7,2025-08-22
SKU00558,BATCH4271,4405,26.95,163.45,10,2025-01-24
SKU01963,BATCH7124,200,22.14,9.03,30,2025-07-28
SKU01217,BATCH3555,3125,20.85,149.88,30,2025-07-20
SKU00344,BATCH2405,3513,24.79,141.71,30,2025-04-08
SKU01122,BATCH2841,2939,16.13,182.21,10,2025-10-02
SKU00813,BATCH1893,3362,35.88,93.7,10,2025-03-22
SKU01393,BATCH4982,2093,37.27,56.16,14,2025-05-22
SKU01191,BATCH3419,1269,19.57,64.84,30,2025-07-06
SKU00126,BATCH5713,3111,38.39,81.04,21,2025-01-04
SKU01886,BATCH1225,4543,5.05,899.6,14,2025-10-11
SKU00986,BATCH6624,3065,30.6,100.16,30,2025-03-25
SKU01981,BATCH2823,4093,23.75,172.34,7,2025-03-20
SKU00527,BATCH5999,4159,4.6,904.13,14,2025-08-22
SKU01009,BATCH8373,1871,31.88,58.69,7,2025-03-08
SKU00885,BATCH8719,989,1.38,716.67,10,2025-06-12
SKU01123,BATCH1372,4159,26.46,157.18,7,2025-07-25
SKU01843,BATCH6437,970,13.0,74.62,30,2025-02-03
SKU01118,BATCH4424,3659,8.44,433.53,7,2025-01-15
SKU01468,BATCH9814,2545,8.97,283.72,30,2025-04-26
SKU00517,BATCH4471,2090,44.6,46.86,10,2025-06-03
SKU01734,BATCH4339,1482,40.45,36.64,10,2025-03-11
SKU00695,BATCH9952,1209,44.25,27.32,7,2025-08-07
SKU01285,BATCH9573,1012,44.41,22.79,21,2025-02-15
SKU01026,BATCH5237,3168,11.93,265.55,7,2025-09-08
SKU01911,BATCH9991,133,10.66,12.48,30,2025-02-05
SKU01273,BATCH8913,3031,38.84,78.04,14,2025-01-15
SKU01769,BATCH3315,604,44.89,13.46,10,2025-05-16
SKU01556,BATCH1301,2336,42.32,55.2,30,2025-01-11
SKU00548,BATCH7170,3001,45.97,65.28,30,2025-10-21
SKU01077,BATCH9631,1311,24.82,52.82,30,2025-01-04
SKU01832,BATCH1712,1226,34.5,35.54,10,2025-03-24
SKU01447,BATCH5185,4013,22.28,180.12,10,2025-02-23
SKU01870,BATCH3790,4936,1.77,2788.7,14,2025-04-01
SKU00103,BATCH1984,4739,30.56,155.07,10,2025-04-26
SKU00823,BATCH5653,562,38.81,14.48,10,2025-09-04
SKU01384,BATCH4288,1414,8.05,175.65,30,2025-08-02
SKU00760,BATCH5444,701,2.19,320.09,7,2025-08-22
SKU00363,BATCH1869,2008,11.47,175.07,7,2025-10-08
SKU00058,BATCH8617,3885,4.85,801.03,14,2025-10-03
SKU00452,BATCH1136,4822,7.53,640.37,7,2025-07-17
SKU00431,BATCH2091,424,30.09,14.09,21,2025-09-12
SKU00038,BATCH7367,4938,2.29,2156.33,10,2025-07-27
SKU00766,BATCH5445,1617,15.88,101.83,21,2025-08-25
SKU00779,BATCH6901,1484,33.9,43.78,30,2025-05-30
SKU01328,BATCH2767,2193,42.67,51.39,14,2025-09-18
SKU01955,BATCH1312,571,11.99,47.62,7,2025-05-28
SKU00298,BATCH5792,3862,28.8,134.1,10,2025-05-24
SKU00629,BATCH7332,3623,41.04,88.28,10,2025-08-28
SKU00391,BATCH4787,2273,49.76,45.68,21,2025-01-31
SKU00912,BATCH7237,3876,15.76,245.94,10,2025-10-01
SKU01035,BATCH9331,1355,24.22,55.95,21,2025-06-30
SKU00052,BATCH2631,2707,19.08,141.88,21,2025-04-21
SKU00216,BATCH6168,4310,46.56,92.57,10,2025-07-15
SKU00974,BATCH8940,748,20.69,36.15,10,2025-07-19
SKU00120,BATCH9709,1567,13.94,112.41,10,2025-02-22
SKU00577,BATCH2442,3893,4.54,857.49,14,2025-01-30
SKU01048,BATCH4054,1882,33.18,56.72,7,2025-09-12
SKU01375,BATCH4258,418,14.89,28.07,7,2025-03-21
SKU01840,BATCH9202,2115,17.4,121.55,10,2025-06-10
SKU01085,BATCH8503,3684,11.49,320.63,10,2025-07-25
SKU01224,BATCH1352,1936,40.36,47.97,7,2025-09-05
SKU00215,BATCH1651,3607,43.42,83.07,14,2025-07-02
SKU01994,BATCH5053,4938,38.2,129.27,14,2025-05-21
SKU00050,BATCH9673,255,12.62,20.21,14,2025-06-06
SKU00983,BATCH5995,2039,1.18,1727.97,14,2025-07-01
SKU00588,BATCH6465,2583,6.35,406.77,21,2025-01-20
SKU01838,BATCH9027,1779,22.41,79.38,21,2025-02-21
SKU01552,BATCH7445,2169,35.9,60.42,7,2025-01-16
SKU00755,BATCH3572,3859,17.31,222.93,21,2025-07-14
SKU01180,BATCH1301,2359,30.11,78.35,14,2025-07-22
SKU01981,BATCH6681,3034,29.16,104.05,7,2025-06-14
SKU00410,BATCH6765,1645,46.67,35.25,7,2025-07-11
SKU01012,BATCH6822,4086,18.55,220.27,10,2025-10-22
SKU00487,BATCH5953,128,14.99,8.54,10,2025-04-10
SKU00867,BATCH4869,1306,22.29,58.59,21,2025-01-02
SKU00992,BATCH9212,2273,30.77,73.87,21,2025-02-07
SKU00299,BATCH5519,675,4.45,151.69,30,2025-01-17
SKU00898,BATCH2015,4202,36.83,114.09,10,2025-09-20
SKU01934,BATCH5221,3226,15.0,215.07,10,2025-05-19
SKU00257,BATCH7343,4162,30.28,137.45,7,2025-06-04
SKU01522,BATCH1482,3732,39.27,95.03,10,2025-01-07
SKU01319,BATCH5590,49,13.26,3.7,10,2025-09-17
SKU01377,BATCH4695,4202,11.26,373.18,10,2025-04-14
SKU00006,BATCH3485,4440,29.31,151.48,10,2025-05-30
SKU01571,BATCH6599,4197,39.12,107.29,14,2025-08-13
SKU00148,BATCH7436,1137,18.84,60.35,14,2025-01-01
SKU01087,BATCH3248,4858,37.18,130.66,30,2025-09-20
SKU00596,BATCH2438,1494,27.75,53.84,10,2025-01-11
SKU01208,BATCH7262,3965,24.38,162.63,21,2025-04-16
SKU00434,BATCH9531,1926,10.47,183.95,14,2025-05-18
SKU01176,BATCH4726,684,9.2,74.35,14,2025-10-24
SKU00264,BATCH7837,3056,4.2,727.62,14,2025-09-13
SKU00558,BATCH4938,2087,2.93,712.29,14,2025-04-27
